id,MIN
JI01_001263078,MZP_000003793
JI01_001324321,MZP_000003239
JI01_001496587,MZP_000003794
JI01_001593298,MZP_000002268
JI01_001651207,MZP_000003795
JI01_001684920,MZP_000000385
JI01_000000039,MZP_000003796
JI01_000274867,MZP_000003672
JI01_000300323,MZP_000000902
JI01_000332286,MZP_000000560
JI01_000335534,MZP_000001127
JI01_000551480,MZP_000003797
JI01_000613683,MZP_000003798
JI01_000641008,MZP_000000984
JI01_000734560,MZP_000000742
JI01_001059321,MZP_000003799
JI01_001092358,MZP_000003800
JI01_001116193,MZP_000003801
JI01_001209215,MZP_000003802
JI01_001264452,MZP_000003803
JI01_001366246,MZP_000002643
JI01_001419052,MZP_000003804
JI01_001494610,MZP_000000619
JI01_001642480,MZP_000003805
JI01_001749853,MZP_000000536
JI01_001781845,MZP_000003570
JI01_000324526,MZP_000000978
JI01_000381394,MZP_000003806
JI01_000409812,MZP_000000546
JI01_000513663,MZP_000003807
JI01_000532266,MZP_000000668
JI01_000554452,MZP_000000756
JI01_000817051,MZP_000003808
JI01_000887612,MZP_000003809
JI01_001208555,MZP_000000894
JI01_001256462,MZP_000003810
JI01_001260718,MZP_000003811
JI01_001324227,MZP_000000660
JI01_001392710,MZP_000003812
JI01_001623236,MZP_000003813
JI01_001730700,MZP_000003814
JI01_001821149,MZP_000002414
JI01_001996240,MZP_000002726
JI01_000334199,MZP_000002439
JI01_000349900,MZP_000003815
JI01_000559476,MZP_000003816
JI01_000565696,MZP_000000898
JI01_000565999,MZP_000001026
JI01_000657673,MZP_000000805
JI01_000721571,MZP_000003817
JI01_000724404,MZP_000000891
JI01_001189137,MZP_000002938
JI01_001327985,MZP_000003818
JI01_001660665,MZP_000000687
JI01_001684375,MZP_000003819
JI01_001726277,MZP_000000579
JI01_001976127,MZP_000002904
JI01_000288442,MZP_000003820
JI01_000293500,MZP_000003525
JI01_000316200,MZP_000002911
JI01_000429918,MZP_000001146
JI01_000524635,MZP_000002427
JI01_000556231,MZP_000003510
JI01_000565149,MZP_000000423
JI01_000728670,MZP_000003821
JI01_000867759,MZP_000003822
JI01_000903461,MZP_000000887
JI01_000976913,MZP_000003823
JI01_001255687,MZP_000003520
JI01_001345121,MZP_000000783
JI01_001424245,MZP_000000569
JI01_001487751,MZP_000003824
JI01_001489508,MZP_000003825
JI01_001513761,MZP_000002899
JI01_001545770,MZP_000003826
JI01_001561606,MZP_000003827
JI01_001587691,MZP_000002913
JI01_001835813,MZP_000000416
JI01_000231181,MZP_000003828
JI01_000278714,MZP_000003829
JI01_000293832,MZP_000003830
JI01_000318415,MZP_000001122
JI01_000463422,MZP_000003406
JI01_000464212,MZP_000001002
JI01_000495440,MZP_000000903
JI01_000502079,MZP_000001275
JI01_000569806,MZP_000003831
JI01_000695928,MZP_000000758
JI01_000731941,MZP_000003832
JI01_000786419,MZP_000000907
JI01_000828162,MZP_000003833
JI01_000856919,MZP_000001104
JI01_000905541,MZP_000000908
JI01_001059759,MZP_000003834
JI01_001137556,MZP_000000557
JI01_001192127,MZP_000000761
JI01_001257499,MZP_000003533
JI01_001262473,MZP_000000638
JI01_001302905,MZP_000002903
JI01_001325806,MZP_000003835
JI01_001328682,MZP_000002362
JI01_001341311,MZP_000002270
JI01_001441545,MZP_000003836
JI01_001611350,MZP_000003837
JI01_001726732,MZP_000001483
JI01_000782828,MZP_000002494
JI01_000281080,MZP_000003106
JI01_000286361,MZP_000000464
JI01_000289991,MZP_000003838
JI01_000312230,MZP_000000322
JI01_000316106,MZP_000003839
JI01_000334834,MZP_000003840
JI01_000341778,MZP_000003841
JI01_000362840,MZP_000003842
JI01_000541293,MZP_000003843
JI01_000573084,MZP_000000532
JI01_000582419,MZP_000000279
JI01_000694992,MZP_000003844
JI01_000777631,MZP_000001004
JI01_000780184,MZP_000001758
JI01_000789254,MZP_000000598
JI01_000870813,MZP_000002681
JI01_000875836,MZP_000001349
JI01_000907334,MZP_000003845
JI01_000961132,MZP_000000415
JI01_000998994,MZP_000002233
JI01_001061034,MZP_000003846
JI01_001061582,MZP_000003847
JI01_001096125,MZP_000003848
JI01_001099252,MZP_000003849
JI01_001104878,MZP_000001903
